Mo da yda  time  FoF2
 1 12  12  22.00    2.8
 1 12  12  23.00    3.0
 1 12  12   0.00    3.0
 1 12  12   1.00    2.7
 1 12  12   2.00    2.0
 1 12  12   3.00    2.1
 1 12  12   4.00    2.0
 1 12  12   5.00    2.1
 1 12  12   6.00    3.3
 1 12  12   7.00    4.8
 1 12  12   8.00    4.6
 1 12  12   9.00    4.7
 1 12  12  10.00    4.5
 1 12  12  11.00    4.6
 1 12  12  12.00    4.3
 1 12  12  13.00    3.5
 1 12  12  14.00    2.8
 1 12  12  15.00    2.6
 1 12  12  16.00    2.0
 1 12  12  17.00    2.0
 1 12  12  18.00    2.0
 1 12  12  19.00    1.9
 1 12  12  20.00    2.0
 1 12  12  21.00    2.3
