Mo da yda  time  FoF2
 1 14  14  22.00    3.4
 1 14  14  23.00   3.25
 1 14  14   0.00    3.4
 1 14  14   1.00    2.8
 1 14  14   2.00    2.3
 1 14  14   3.00    2.2
 1 14  14   4.00    2.2
 1 14  14   5.00    2.1
 1 14  14   6.00    3.6
 1 14  14   7.00    4.8
 1 14  14   8.00    4.2
 1 14  14   9.00    5.2
 1 14  14  10.00    4.7
 1 14  14  11.00    4.5
 1 14  14  12.00    5.3
 1 14  14  13.00    4.1
 1 14  14  14.00    3.7
 1 14  14  15.00    2.8
 1 14  14  16.00    2.2
 1 14  14  17.00    2.3
 1 14  14  18.00    2.4
 1 14  14  19.00    2.5
 1 14  14  20.00    2.7
 1 14  14  21.00    2.8
