1	4.6
2	4.47
3	4.56
4	4.94
5	5.07
6	4.95
7	4.82
8	4.86
9	4.5
10	4.52
11	4.59
12	4.91
13	4.63
14	5.04
15	4.51
16	4.62
17	5.42
18	4.88
19	4.74
20	4.84
21	4.98
22	4.82
23	5.35
24	4.95
25	4.51
26	4.58
27	4.55
28	4.4
29	4.45
30	4.6
31	4.85
32	4.98
33	5.08
34	5.42
35	4.68
36	5.8
37	5.5
38	5.2
39	4.92
40	5.08
41	5.01
42	4.74
43	4.54
44	4.67
45	4.78
46	4.84
47	4.47
48	4.64
49	4.6
50	4.33
51	4.16
52	4.48
53	4.56
54	4.68
55	4.64
56	4.71
57	5.18
58	4.66
59	4.76
60	4.95
61	4.95
62	4.91
63	5.11
64	4.81
65	4.69
66	5.27
67	5.16
68	4.95
69	4.98
70	5.1
71	5.21
72	4.99
73	5.03
74	4.93
75	4.91
76	6.43
77	5.82
78	5.2
79	5.03
80	5.11
81	5.12
82	5.4
83	5.22
84	5.31
85	5.25
86	4.12
87	4.63
88	4.71
89	5.07
90	5.3
91	5.22
92	5.05
93	4.89
94	5.07
95	4.45
96	4.77
97	4.9
98	5.12
99	5.01
100	5.12
101	5.15
102	5.7
103	3.8
104	4.69
105	4.26
106	4.72
107	4.89
108	4.683333333
109	4.9625
110	4.9
111	4.766
112	5.08
113	4.63
114	4.49
115	4.6375
116	4.84
117	4.96
118	4.44
119	4.57
120	4.8
121	4.82
