Mo da yda  time  FoF2
12  8 343  22.00   2.55
12  8 343  23.00    2.7
12  8 343   0.00   2.75
12  8 343   1.00    2.3
12  8 343   2.00   1.95
12  8 343   3.00    1.8
12  8 343   4.00    2.4
12  8 343   5.00    2.0
12  8 343   6.00    3.5
12  8 343   7.00    4.1
12  8 343   8.00    4.6
12  8 343   9.00    5.2
12  8 343  10.00    4.7
12  8 343  11.00    5.0
12  8 343  12.00    4.8
12  8 343  13.00    3.5
12  8 343  14.00    3.0
12  8 343  15.00    2.8
12  8 343  16.00    2.2
12  8 343  17.00    2.3
12  8 343  18.00    2.3
12  8 343  19.00    2.5
12  8 343  21.00    2.7
