Mo da yda  time  FoF2
 2 18  49  22.00   2.45
 2 18  49  23.00   2.25
 2 18  49   1.00    2.5
 2 18  49   2.00   2.55
 2 18  49   5.00    3.3
 2 18  49   6.00    4.5
 2 18  49   7.00    4.7
 2 18  49   8.00    5.2
 2 18  49   9.00   5.35
 2 18  49  10.00    5.2
 2 18  49  11.00    4.7
 2 18  49  12.00    5.1
 2 18  49  13.00    4.5
 2 18  49  14.00    4.6
 2 18  49  15.00   4.05
 2 18  49  16.00    3.3
 2 18  49  17.00    3.2
 2 18  49  18.00    3.2
 2 18  49  19.00    3.2
 2 18  49  20.00    3.2
 2 18  49  21.00    3.4
