Mo da yda  time  FoF2
 3 23  82  22.00   2.05
 3 23  82  23.00    2.1
 3 23  82   0.00   2.05
 3 23  82   1.00    2.0
 3 23  82   2.00   1.95
 3 23  82   4.00    3.3
 3 23  82   5.00    3.8
 3 23  82   6.00    4.0
 3 23  82   7.00    4.1
 3 23  82   8.00    4.6
 3 23  82   9.00    4.6
 3 23  82  10.00    4.5
 3 23  82  11.00   4.75
 3 23  82  12.00    4.7
 3 23  82  13.00    4.8
 3 23  82  14.00    4.6
 3 23  82  15.00   4.25
 3 23  82  16.00    4.0
 3 23  82  17.00    3.7
 3 23  82  18.00    3.7
 3 23  82  19.00    3.2
 3 23  82  20.00    2.6
 3 23  82  21.00    2.4
