Mo da yda  time  FoF2
 1 19  19  22.00    3.2
 1 19  19  23.00    3.2
 1 19  19   0.00    3.1
 1 19  19   1.00    2.8
 1 19  19   3.00   1.95
 1 19  19   4.00    2.9
 1 19  19   5.00    2.3
 1 19  19   6.00    3.5
 1 19  19   7.00    3.8
 1 19  19   8.00    4.1
 1 19  19   9.00    4.3
 1 19  19  10.00    4.5
 1 19  19  11.00    4.5
 1 19  19  12.00   4.25
 1 19  19  13.00    4.1
 1 19  19  14.00    4.0
 1 19  19  15.00    2.8
 1 19  19  16.00    2.8
 1 19  19  17.00    2.7
 1 19  19  19.00    3.1
