1,000000000000000000e+00         3,073913043478261109e+00
2,000000000000000000e+00         3,127083333333333215e+00
3,000000000000000000e+00         3,285416666666666430e+00
4,000000000000000000e+00         3,458333333333332149e+00
5,000000000000000000e+00         3,497826086956521419e+00
6,000000000000000000e+00         3,411111111111110095e+00
7,000000000000000000e+00         3,293749999999999289e+00
8,000000000000000000e+00         3,115217391304347938e+00
9,000000000000000000e+00         3,050000000000000266e+00
1,000000000000000000e+01         3,111363636363637220e+00
1,100000000000000000e+01         3,072916666666666519e+00
1,200000000000000000e+01         3,300000000000000266e+00
1,300000000000000000e+01         3,456249999999999822e+00
1,400000000000000000e+01         3,587499999999999023e+00
1,500000000000000000e+01         3,285416666666666874e+00
1,600000000000000000e+01         3,608333333333332948e+00
1,700000000000000000e+01         3,685714285714285943e+00
1,800000000000000000e+01         3,572499999999999343e+00
1,900000000000000000e+01         3,270833333333332593e+00
2,000000000000000000e+01         3,184782608695652328e+00
2,100000000000000000e+01         3,571739130434782972e+00
2,200000000000000000e+01         3,681250000000000355e+00
2,300000000000000000e+01         3,521428571428571352e+00
2,400000000000000000e+01         3,321428571428571619e+00
2,500000000000000000e+01         3,082500000000000462e+00
2,600000000000000000e+01         2,982500000000000373e+00
2,700000000000000000e+01         2,949999999999999734e+00
2,800000000000000000e+01         3,080000000000000071e+00
2,900000000000000000e+01         3,149999999999999911e+00
3,000000000000000000e+01         3,321875000000000355e+00
3,100000000000000000e+01         3,404166666666666785e+00
3,200000000000000000e+01         3,508333333333332860e+00
3,300000000000000000e+01         3,664285714285714146e+00
3,400000000000000000e+01         3,324999999999999289e+00
3,500000000000000000e+01         3,469444444444444109e+00
3,600000000000000000e+01         3,913333333333333997e+00
3,700000000000000000e+01         3,343478260869565677e+00
3,800000000000000000e+01         3,222727272727273107e+00
3,900000000000000000e+01         3,177272727272727693e+00
4,000000000000000000e+01         3,227083333333333304e+00
4,100000000000000000e+01         3,152083333333333126e+00
4,200000000000000000e+01         3,199999999999999734e+00
4,300000000000000000e+01         2,983333333333333837e+00
4,400000000000000000e+01         3,261363636363636243e+00
4,500000000000000000e+01         3,310416666666667229e+00
4,600000000000000000e+01         3,229166666666666519e+00
4,700000000000000000e+01         3,086956521739131265e+00
4,800000000000000000e+01         3,080952380952381109e+00
4,900000000000000000e+01         3,135416666666666519e+00
5,000000000000000000e+01         3,394999999999999574e+00
5,100000000000000000e+01         3,252777777777777768e+00
5,200000000000000000e+01         3,145833333333332149e+00
5,300000000000000000e+01         3,141666666666665719e+00
5,400000000000000000e+01         3,367499999999999716e+00
5,500000000000000000e+01         3,158333333333333215e+00
5,600000000000000000e+01         3,247826086956521863e+00
5,700000000000000000e+01         3,633333333333333304e+00
5,800000000000000000e+01         3,691666666666665986e+00
5,900000000000000000e+01         3,414285714285713702e+00
6,000000000000000000e+01         3,485714285714284433e+00
6,100000000000000000e+01         3,456249999999999378e+00
6,200000000000000000e+01         3,517500000000000515e+00
6,300000000000000000e+01         3,702631578947368052e+00
6,400000000000000000e+01         3,785294117647058698e+00
6,500000000000000000e+01         3,347916666666666430e+00
6,600000000000000000e+01         3,375000000000000444e+00
6,700000000000000000e+01         3,582499999999999574e+00
6,800000000000000000e+01         3,890625000000000000e+00
6,900000000000000000e+01         3,433333333333333570e+00
7,000000000000000000e+01         3,558333333333333126e+00
7,100000000000000000e+01         3,675000000000001155e+00
7,200000000000000000e+01         3,752499999999999059e+00
7,300000000000000000e+01         3,641304347826086918e+00
7,400000000000000000e+01         3,556250000000000355e+00
7,500000000000000000e+01         3,532608695652173836e+00
7,600000000000000000e+01         4,209090909090909882e+00
7,700000000000000000e+01         3,727272727272727071e+00
7,800000000000000000e+01         3,805263157894736903e+00
7,900000000000000000e+01         3,823529411764706065e+00
8,000000000000000000e+01         3,830952380952381553e+00
8,100000000000000000e+01         3,768750000000001155e+00
8,200000000000000000e+01         3,893750000000000266e+00
8,300000000000000000e+01         3,989583333333333481e+00
8,400000000000000000e+01         3,918750000000000622e+00
8,500000000000000000e+01         3,895833333333332593e+00
8,600000000000000000e+01         3,087499999999999911e+00
8,700000000000000000e+01         3,780000000000000249e+00
8,800000000000000000e+01         3,806818181818182545e+00
8,900000000000000000e+01         3,927083333333332593e+00
9,000000000000000000e+01         3,943750000000000089e+00
9,100000000000000000e+01         3,935416666666665453e+00
9,200000000000000000e+01         3,827083333333333837e+00
9,300000000000000000e+01         3,693749999999999201e+00
9,400000000000000000e+01         3,671739130434783505e+00
9,500000000000000000e+01         3,345833333333332771e+00
9,600000000000000000e+01         3,591666666666666341e+00
9,700000000000000000e+01         3,660416666666666430e+00
9,800000000000000000e+01         3,864583333333332593e+00
9,900000000000000000e+01         3,914583333333332860e+00
1,000000000000000000e+02         3,787499999999999645e+00
1,010000000000000000e+02         3,975000000000000089e+00
1,020000000000000000e+02         3,932608695652172859e+00
1,030000000000000000e+02         3,118181818181818610e+00
1,040000000000000000e+02         3,654999999999999805e+00
1,050000000000000000e+02         3,630555555555555092e+00
1,060000000000000000e+02         3,658333333333334547e+00
1,070000000000000000e+02         3,879545454545454852e+00
1,080000000000000000e+02         9,990000000000000000e+02
1,090000000000000000e+02         3,726086956521738713e+00
1,100000000000000000e+02         3,760416666666666519e+00
1,110000000000000000e+02         3,734583333333333144e+00
1,120000000000000000e+02         3,660869565217390598e+00
1,130000000000000000e+02         3,554347826086956985e+00
1,140000000000000000e+02         3,467391304347826608e+00
1,150000000000000000e+02         3,602500000000000480e+00
1,160000000000000000e+02         3,727083333333334192e+00
1,170000000000000000e+02         3,883333333333334192e+00
1,180000000000000000e+02         3,577083333333333837e+00
1,190000000000000000e+02         3,723913043478260576e+00
1,200000000000000000e+02         4,041666666666666075e+00
1,210000000000000000e+02         4,074999999999999289e+00
