Mo da yda  time  FoF2
 2 12  43  22.00    3.0
 2 12  43  23.00    3.0
 2 12  43   0.00    2.8
 2 12  43   1.00    3.1
 2 12  43   2.00    2.6
 2 12  43   3.00    2.4
 2 12  43   4.00    2.0
 2 12  43   5.00    3.4
 2 12  43   6.00    5.1
 2 12  43   7.00    5.4
 2 12  43   8.00    5.5
 2 12  43   9.00    5.0
 2 12  43  10.00    5.0
 2 12  43  11.00    4.6
 2 12  43  12.00   4.55
 2 12  43  13.00    4.5
 2 12  43  14.00   4.15
 2 12  43  15.00    3.7
 2 12  43  16.00   2.75
 2 12  43  17.00    2.5
 2 12  43  18.00    2.4
 2 12  43  19.00   2.65
 2 12  43  20.00   2.75
 2 12  43  21.00    2.5
