Mo da yda  time  FoF2
 1 30  30  22.00    3.8
 1 30  30  23.00    3.7
 1 30  30   0.00    3.5
 1 30  30   1.00    3.2
 1 30  30   2.00    2.4
 1 30  30   3.00    2.3
 1 30  30   4.00    1.8
 1 30  30   5.00    2.4
 1 30  30   6.00    4.4
 1 30  30   7.00    4.5
 1 30  30   8.00    4.9
 1 30  30   9.00    4.7
 1 30  30  10.00    5.0
 1 30  30  11.00   5.15
 1 30  30  12.00    5.0
 1 30  30  13.00    4.6
 1 30  30  14.00    3.7
 1 30  30  15.00    2.5
 1 30  30  16.00    2.3
 1 30  30  17.00    2.3
 1 30  30  18.00    2.5
 1 30  30  19.00    2.5
 1 30  30  20.00    2.7
 1 30  30  21.00    3.1
