Mo da yda  time  FoF2
12 14 349   6.00    3.7
12 14 349   7.00   4.35
12 14 349   8.00    5.2
12 14 349   9.00    4.5
12 14 349  10.00    5.0
12 14 349  11.00    5.3
12 14 349  12.00    5.2
12 14 349  13.00    3.4
12 14 349  14.00    2.9
12 14 349  15.00   2.25
12 14 349  16.00    2.3
12 14 349  17.00    2.4
12 14 349  18.00   2.55
12 14 349  19.00   2.65
12 14 349  20.00    2.8
12 14 349  21.00    2.9
