Mo da yda  time  FoF2
 3 22  81  22.00   2.75
 3 22  81  23.00    3.0
 3 22  81   0.00    2.5
 3 22  81   1.00   2.45
 3 22  81   2.00   2.25
 3 22  81   4.00    2.8
 3 22  81   5.00    3.3
 3 22  81   6.00    3.8
 3 22  81   7.00    4.0
 3 22  81   8.00   4.35
 3 22  81   9.00    4.8
 3 22  81  10.00    5.7
 3 22  81  11.00   5.55
 3 22  81  12.00    5.0
 3 22  81  13.00    4.8
 3 22  81  14.00   4.45
 3 22  81  15.00    4.1
 3 22  81  16.00   4.15
 3 22  81  17.00    3.6
 3 22  81  18.00   3.35
 3 22  81  19.00    3.1
 3 22  81  20.00   2.25
 3 22  81  21.00   2.15
