Mo da yda  time  FoF2
 2 21  52  22.00    3.1
 2 21  52  23.00    3.4
 2 21  52   0.00    3.7
 2 21  52   1.00    3.3
 2 21  52   2.00   3.25
 2 21  52   3.00    2.3
 2 21  52   4.00   2.15
 2 21  52   5.00   3.45
 2 21  52   6.00   4.95
 2 21  52   7.00    5.8
 2 21  52   8.00    5.7
 2 21  52   9.00    5.1
 2 21  52  10.00    5.0
 2 21  52  11.00    5.3
 2 21  52  12.00    5.0
 2 21  52  13.00   5.05
 2 21  52  14.00    4.2
 2 21  52  15.00   4.25
 2 21  52  16.00    4.0
 2 21  52  17.00   3.85
 2 21  52  18.00    3.7
 2 21  52  19.00    2.9
 2 21  52  20.00    3.5
 2 21  52  21.00    2.8
