Mo da yda  time  FoF2
 3 25  84  22.00    2.8
 3 25  84  23.00   2.85
 3 25  84   3.00    2.2
 3 25  84   4.00   3.05
 3 25  84   5.00   3.15
 3 25  84   6.00    3.7
 3 25  84   7.00    4.5
 3 25  84   8.00    4.5
 3 25  84   9.00    4.7
 3 25  84  10.00   4.75
 3 25  84  12.00    4.6
 3 25  84  13.00    4.7
 3 25  84  14.00    4.4
 3 25  84  15.00    4.2
 3 25  84  16.00    3.5
 3 25  84  17.00    3.2
 3 25  84  18.00    3.2
 3 25  84  19.00    2.8
 3 25  84  20.00   2.75
 3 25  84  21.00    2.5
