Mo da yda  time  FoF2
12  7 342  22.00    3.6
12  7 342  23.00    3.4
12  7 342   0.00    2.8
12  7 342   1.00    2.6
12  7 342   2.00    2.5
12  7 342   3.00    1.9
12  7 342   4.00    2.1
12  7 342   5.00    3.5
12  7 342   6.00    3.5
12  7 342   7.00    3.9
12  7 342   8.00    4.9
12  7 342   9.00    4.8
12  7 342  10.00    4.8
12  7 342  11.00    4.6
12  7 342  12.00    5.0
12  7 342  13.00   4.05
12  7 342  14.00    4.4
12  7 342  15.00    3.0
12  7 342  16.00    2.0
12  7 342  17.00   2.05
12  7 342  18.00   2.25
12  7 342  19.00    2.5
12  7 342  20.00    2.3
12  7 342  21.00    2.6
