Mo da yda  time  FoF2
12  1 336  22.00   2.65
12  1 336  23.00    2.4
12  1 336   0.00   2.75
12  1 336   1.00    2.4
12  1 336   2.00    1.8
12  1 336   4.00    2.0
12  1 336   5.00    2.5
12  1 336   6.00    4.0
12  1 336   7.00    4.5
12  1 336   8.00    4.2
12  1 336   9.00    4.4
12  1 336  10.00    5.1
12  1 336  11.00    4.6
12  1 336  12.00    4.7
12  1 336  13.00    4.0
12  1 336  14.00    2.7
12  1 336  15.00    2.4
12  1 336  16.00    2.0
12  1 336  17.00    2.0
12  1 336  18.00    2.4
12  1 336  19.00    2.1
12  1 336  20.00    2.3
12  1 336  21.00    2.8
