Mo da yda  time  FoF2
 3 17  76  22.00    3.0
 3 17  76  23.00    2.8
 3 17  76   0.00   2.75
 3 17  76   1.00    2.8
 3 17  76   2.00    2.7
 3 17  76   3.00    2.7
 3 17  76   4.00    3.4
 3 17  76   5.00   3.95
 3 17  76   6.00    4.3
 3 17  76   7.00    4.7
 3 17  76   8.00    4.8
 3 17  76   9.00   5.05
 3 17  76  10.00    4.8
 3 17  76  11.00    4.7
 3 17  76  12.00    5.1
 3 17  76  13.00    4.8
 3 17  76  14.00    4.8
 3 17  76  15.00    4.5
 3 17  76  16.00    4.0
 3 17  76  17.00    3.4
 3 17  76  18.00    3.4
 3 17  76  19.00    2.9
