Mo da yda  time  FoF2
 3 16  75  22.00    2.5
 3 16  75  23.00    2.5
 3 16  75   0.00    2.6
 3 16  75   1.00    2.7
 3 16  75   2.00    2.8
 3 16  75   3.00    2.5
 3 16  75   4.00    3.3
 3 16  75   5.00   3.85
 3 16  75   6.00    4.0
 3 16  75   7.00    4.7
 3 16  75   8.00    4.5
 3 16  75   9.00    5.0
 3 16  75  10.00    4.6
 3 16  75  11.00    5.0
 3 16  75  12.00    4.5
 3 16  75  13.00    4.7
 3 16  75  14.00    4.8
 3 16  75  15.00    4.4
 3 16  75  16.00    3.7
 3 16  75  17.00    3.4
 3 16  75  18.00   3.25
 3 16  75  19.00    2.8
 3 16  75  20.00    2.7
 3 16  75  21.00    3.0
