Mo da yda  time  FoF2
 2 13  44  22.00    2.6
 2 13  44  23.00   2.75
 2 13  44   0.00    2.7
 2 13  44   1.00   2.75
 2 13  44   2.00    2.2
 2 13  44   4.00    2.2
 2 13  44   5.00    3.2
 2 13  44   6.00    4.5
 2 13  44   7.00    5.3
 2 13  44   8.00   5.35
 2 13  44   9.00   5.25
 2 13  44  10.00   4.85
 2 13  44  11.00    4.7
 2 13  44  12.00    4.4
 2 13  44  13.00    4.8
 2 13  44  14.00    4.0
 2 13  44  15.00    3.4
 2 13  44  16.00    2.8
 2 13  44  17.00    2.7
 2 13  44  18.00    2.7
 2 13  44  19.00    2.6
 2 13  44  20.00    2.7
 2 13  44  21.00    2.8
