Mo da yda  time  FoF2
 2 20  51  22.00    2.9
 2 20  51  23.00    3.0
 2 20  51   0.00    3.0
 2 20  51   1.00    3.1
 2 20  51   2.00    3.0
 2 20  51   3.00    2.3
 2 20  51   4.00    2.0
 2 20  51   5.00    3.7
 2 20  51   6.00   4.55
 2 20  51   7.00    5.4
 2 20  51   8.00   5.45
 2 20  51   9.00    6.1
 2 20  51  10.00    5.1
 2 20  51  11.00    5.1
 2 20  51  12.00   5.25
 2 20  51  13.00    5.1
 2 20  51  14.00    4.6
 2 20  51  15.00    4.4
 2 20  51  16.00    3.8
 2 20  51  17.00   3.45
 2 20  51  18.00   3.05
 2 20  51  19.00    2.8
 2 20  51  20.00   3.25
 2 20  51  21.00   3.05
