Mo da yda  time  FoF2
 2 11  42  22.00    3.0
 2 11  42  23.00   3.05
 2 11  42   0.00    2.9
 2 11  42   1.00    3.0
 2 11  42   2.00    2.4
 2 11  42   4.00    1.8
 2 11  42   5.00   3.15
 2 11  42   6.00    5.0
 2 11  42   7.00    5.1
 2 11  42   8.00   5.15
 2 11  42   9.00    5.3
 2 11  42  10.00    5.0
 2 11  42  11.00    5.0
 2 11  42  12.00    4.7
 2 11  42  13.00    4.3
 2 11  42  14.00    4.2
 2 11  42  15.00    4.2
 2 11  42  16.00    2.8
 2 11  42  17.00    2.6
 2 11  42  18.00    2.4
 2 11  42  19.00    2.7
 2 11  42  20.00   3.25
 2 11  42  21.00   2.75
