Mo da yda  time  FoF2
 3 26  85  22.00    2.5
 3 26  85  23.00    2.7
 3 26  85   0.00   2.75
 3 26  85   1.00    2.8
 3 26  85   2.00    2.7
 3 26  85   3.00    2.6
 3 26  85   4.00    3.5
 3 26  85   5.00    4.1
 3 26  85   6.00    4.1
 3 26  85   7.00    4.7
 3 26  85   8.00    5.3
 3 26  85   9.00    5.0
 3 26  85  10.00    4.0
 3 26  85  11.00    4.9
 3 26  85  12.00    5.0
 3 26  85  13.00    4.5
 3 26  85  14.00    4.5
 3 26  85  15.00    4.5
 3 26  85  16.00    4.0
 3 26  85  17.00    3.4
 3 26  85  18.00    3.4
 3 26  85  19.00    3.3
 3 26  85  20.00    2.7
 3 26  85  21.00    2.5
