Mo da yda  time  FoF2
 1 23  23  22.00    2.8
 1 23  23  23.00    2.6
 1 23  23   0.00    2.5
 1 23  23   1.00    2.2
 1 23  23   2.00    3.3
 1 23  23   3.00    2.5
 1 23  23   5.00    1.9
 1 23  23   6.00    3.8
 1 23  23   7.00   4.45
 1 23  23   8.00    4.6
 1 23  23   9.00    4.4
 1 23  23  10.00   5.15
 1 23  23  11.00   4.65
 1 23  23  12.00    4.6
 1 23  23  13.00    3.9
 1 23  23  14.00    3.3
 1 23  23  15.00    2.5
 1 23  23  16.00    2.0
 1 23  23  20.00    3.2
 1 23  23  21.00    3.0
