Mo da yda  time  FoF2
12  9 344  22.00    2.8
12  9 344  23.00    3.0
12  9 344   0.00    2.9
12  9 344   1.00    2.3
12  9 344   3.00    1.8
12  9 344   4.00    1.8
12  9 344   5.00    2.3
12  9 344   6.00    3.7
12  9 344   7.00    4.7
12  9 344   8.00    4.8
12  9 344   9.00    4.4
12  9 344  10.00    4.3
12  9 344  11.00    4.6
12  9 344  12.00    4.4
12  9 344  13.00    3.6
12  9 344  14.00    2.6
12  9 344  16.00    2.0
12  9 344  17.00    2.1
12  9 344  18.00    2.0
12  9 344  19.00    2.1
12  9 344  20.00    2.4
12  9 344  21.00    2.5
