Mo da yda  time  FoF2
 1 16  16  22.00    2.9
 1 16  16  23.00   3.15
 1 16  16   0.00    3.1
 1 16  16   1.00    2.7
 1 16  16   2.00    2.1
 1 16  16   3.00    1.8
 1 16  16   5.00    2.0
 1 16  16   6.00    3.6
 1 16  16   7.00    4.1
 1 16  16   8.00    4.5
 1 16  16   9.00    4.4
 1 16  16  10.00    4.7
 1 16  16  11.00    4.2
 1 16  16  12.00   4.55
 1 16  16  13.00    3.8
 1 16  16  14.00    3.7
 1 16  16  15.00    2.7
 1 16  16  16.00    2.1
 1 16  16  17.00    1.9
 1 16  16  18.00    1.8
 1 16  16  19.00    2.1
 1 16  16  20.00    2.7
 1 16  16  21.00    2.4
