Mo da yda  time  FoF2
 2 24  55  22.00    2.6
 2 24  55  23.00    2.4
 2 24  55   0.00    2.5
 2 24  55   1.00    2.6
 2 24  55   2.00    2.2
 2 24  55   3.00    1.7
 2 24  55   4.00    1.9
 2 24  55   5.00    3.1
 2 24  55   6.00    3.6
 2 24  55   7.00    3.7
 2 24  55   8.00    3.9
 2 24  55   9.00    4.1
 2 24  55  10.00    4.3
 2 24  55  11.00    4.2
 2 24  55  12.00    4.1
 2 24  55  13.00    4.2
 2 24  55  14.00    4.0
 2 24  55  15.00   3.55
 2 24  55  16.00    3.0
 2 24  55  17.00   3.05
 2 24  55  18.00    2.5
 2 24  55  19.00   2.35
 2 24  55  20.00   2.55
 2 24  55  21.00    2.0
