Mo da yda  time  FoF2
 1 24  24  22.00    3.0
 1 24  24  23.00    3.0
 1 24  24   0.00    3.2
 1 24  24   1.00    3.0
 1 24  24   2.00    2.3
 1 24  24   3.00    1.9
 1 24  24   4.00    2.0
 1 24  24   5.00    2.3
 1 24  24   6.00    3.8
 1 24  24   7.00    4.8
 1 24  24   8.00    5.0
 1 24  24   9.00    4.7
 1 24  24  10.00    4.7
 1 24  24  11.00    4.6
 1 24  24  12.00    4.2
 1 24  24  13.00    4.0
 1 24  24  14.00    3.6
 1 24  24  15.00    2.5
 1 24  24  16.00    2.0
 1 24  24  17.00    1.8
 1 24  24  18.00    2.1
 1 24  24  19.00    2.3
 1 24  24  20.00    2.4
 1 24  24  21.00    2.6
