Mo da yda  time  FoF2
 3 13  72  22.00    3.2
 3 13  72  23.00    3.0
 3 13  72   0.00    2.7
 3 13  72   1.00    2.5
 3 13  72   2.00    2.3
 3 13  72   4.00    2.6
 3 13  72   5.00    3.0
 3 13  72   6.00    3.2
 3 13  72   7.00    3.3
 3 13  72   8.00    3.5
 3 13  72   9.00    3.6
 3 13  72  10.00    3.7
 3 13  72  11.00    4.1
 3 13  72  12.00    4.1
 3 13  72  13.00    4.0
 3 13  72  14.00    3.7
 3 13  72  15.00    3.5
 3 13  72  16.00    2.8
 3 13  72  17.00    2.7
 3 13  72  18.00    2.5
 3 13  72  20.00    2.4
 3 13  72  21.00    2.2
