Mo da yda  time  FoF2
12 29 364  22.00    2.4
12 29 364  23.00    2.5
12 29 364   0.00    2.7
12 29 364   1.00    2.4
12 29 364   2.00    2.5
12 29 364   3.00    1.6
12 29 364   4.00    1.7
12 29 364   5.00    1.8
12 29 364   6.00    3.4
12 29 364   7.00    4.0
12 29 364   8.00    4.3
12 29 364   9.00   4.35
12 29 364  10.00    4.5
12 29 364  11.00    4.6
12 29 364  12.00    4.5
