Mo da yda  time  FoF2
 2 26  57  22.00    3.1
 2 26  57   0.00    3.3
 2 26  57   1.00    3.6
 2 26  57   2.00    3.5
 2 26  57   4.00    2.0
 2 26  57   5.00    3.3
 2 26  57   6.00    4.3
 2 26  57   7.00    4.6
 2 26  57   8.00   4.65
 2 26  57   9.00    4.9
 2 26  57  10.00    4.6
 2 26  57  11.00    4.8
 2 26  57  12.00    4.6
 2 26  57  13.00   4.15
 2 26  57  14.00   4.35
 2 26  57  15.00    3.7
 2 26  57  16.00   3.05
 2 26  57  17.00    3.9
 2 26  57  18.00    3.6
 2 26  57  19.00    3.2
 2 26  57  20.00    3.4
 2 26  57  21.00   3.15
