Mo da yda  time  FoF2
12 13 348  22.00    2.6
12 13 348  23.00   2.75
12 13 348   0.00    2.8
12 13 348   1.00    2.1
12 13 348   3.00    1.8
12 13 348   4.00    1.7
12 13 348   5.00    2.1
12 13 348   6.00    5.3
12 13 348   7.00    5.5
12 13 348   8.00    4.9
12 13 348   9.00    4.8
12 13 348  10.00    5.2
12 13 348  11.00    4.4
12 13 348  12.00   3.85
12 13 348  13.00    3.1
12 13 348  14.00    2.4
