Mo da yda  time  FoF2
12 30 365   5.00    2.7
12 30 365   6.00    3.5
12 30 365   7.00    5.0
12 30 365   8.00   4.55
12 30 365  10.00    4.8
12 30 365  11.00    4.4
12 30 365  12.00   4.65
12 30 365  13.00    4.5
12 30 365  14.00    2.4
12 30 365  15.00   2.35
12 30 365  16.00   2.05
12 30 365  17.00    2.8
12 30 365  18.00    2.2
12 30 365  19.00    2.1
12 30 365  20.00   2.45
12 30 365  21.00    2.7
