Mo da yda  time  FoF2
 2 25  56  22.00    2.5
 2 25  56  23.00    2.6
 2 25  56   0.00    3.2
 2 25  56   1.00    3.4
 2 25  56   2.00    3.5
 2 25  56   3.00    3.1
 2 25  56   4.00   2.55
 2 25  56   5.00    3.5
 2 25  56   6.00    4.2
 2 25  56   7.00    4.6
 2 25  56   8.00    4.8
 2 25  56   9.00    4.6
 2 25  56  10.00    4.5
 2 25  56  11.00    4.6
 2 25  56  12.00   4.65
 2 25  56  13.00    4.6
 2 25  56  14.00    4.3
 2 25  56  15.00    3.9
 2 25  56  16.00    3.2
 2 25  56  17.00    3.3
