Mo da yda  time  FoF2
 3 24  83  22.00    2.3
 3 24  83  23.00    2.4
 3 24  83   0.00    2.4
 3 24  83   1.00    2.3
 3 24  83   2.00    2.3
 3 24  83   3.00    2.6
 3 24  83   4.00   3.25
 3 24  83   5.00    3.3
 3 24  83   6.00    3.8
 3 24  83   7.00    4.2
 3 24  83   8.00    4.3
 3 24  83   9.00    4.5
 3 24  83  10.00   4.45
 3 24  83  11.00    4.7
 3 24  83  12.00    4.5
 3 24  83  13.00    4.4
 3 24  83  14.00    4.0
 3 24  83  15.00   4.05
 3 24  83  16.00   3.95
 3 24  83  17.00    3.4
 3 24  83  18.00    3.0
 3 24  83  20.00    3.0
 3 24  83  21.00   2.65
