Mo da yda  time  FoF2
 3 14  73  22.00    2.6
 3 14  73  23.00    2.7
 3 14  73   0.00    3.0
 3 14  73   3.00    2.3
 3 14  73   4.00    2.8
 3 14  73   5.00    3.4
 3 14  73   6.00    3.7
 3 14  73   7.00    3.7
 3 14  73   8.00    4.4
 3 14  73   9.00   4.75
 3 14  73  10.00   4.65
 3 14  73  11.00    4.6
 3 14  73  12.00   5.05
 3 14  73  13.00    4.5
 3 14  73  14.00   4.45
 3 14  73  15.00    4.3
 3 14  73  16.00    3.2
 3 14  73  17.00    3.2
 3 14  73  18.00    3.0
 3 14  73  20.00    2.8
